Codigo;Rubro;Descripcion;Marca;PrecioCompra;PrecioVenta;Stock;StockMinimo;AlicuotaIva;CodigoProv
80000670;LIBRERIA;Pincel Nº 2 redondo;OLAMI;197;350;008;000;013;0
80000671;LIBRERIA;Pincel Nº 3 redondo;OLAMI;197;350;013;000;008;0
80000672;LIBRERIA;Pincel Nº 4 chato;OLAMI;197;350;007;000;014;0
80000673;LIBRERIA;Pincel Nº 5 redondo;OLAMI;197;350;014;000;007;0
80000674;LIBRERIA;Pincel Nº 6 chato;OLAMI;197;350;007;000;003;0
80000675;LIBRERIA;Pincel Nº 6 redondo;OLAMI;197;350;003;000;023;0
80000676;LIBRERIA;Pincel Nº 7 redondo;OLAMI;197;350;023;000;002;0
80000677;LIBRERIA;Pincel Nº 8 chato;OLAMI;197;350;002;000;005;0
80000678;LIBRERIA;Pincel Nº 8 redondo;OLAMI;197;350;005;000;004;0
80000679;LIBRERIA;Pincel Nº 9 redondo;OLAMI;197;350;004;000;005;0
80000680;LIBRERIA;Pincel Redondo;CBX;252;480;005;000;000;21
134741;COSMETICA;Pincel Tintura;;450;900;001;;021;
80000681;LIBRERIA;Pinceles CBX por 6u del 1 al 6;CBX;1.099;1.750;000;000;010;0
80000682;LIBRERIA;Pinceles chato cbx;CBX;252;480;010;000;007;21
80000683;LIBRERIA;Pinceleta Nº2;CBX;197;250;004;000;002;0
80000684;LIBRERIA;Pinceleta Nº3;CBX;219;350;001;000;006;0
80000685;LIBRERIA;Pinceleta Nº4;CBX;281;450;006;000;007;0
80000686;LIBRERIA;Pinceleta Nº5;CBX;344;600;007;000;001;0
80000687;LIBRERIA;Pinceleta Nº6;CBX;344;700;001;000;008;0
80000688;LIBRERIA;Pinceleta Nº8;CBX;344;900;006;000;002;0
134749;JUGUETES ;Pinta cara chico;;250;500;002;;021;
134750;JUGUETES ;Pinta cara chico Grande;;550;900;001;;021;
80000689;COTILLON;PINTA PELO DE COLORES;CANDELA;1.420;2.500;002;000;010;0
80000690;COSMETICA;Pinza de depilar;;190;400;009;000;000;0
134717;;Piñata carton;;1.100;1.800;002;;021;
80000691;;PIROTIN Nª8 CHICO;;660;1.100;-001;000;003;21
80000692;COTILLON;PIROTINES Nº 10;;1.000;1.100;003;000;003;0
80000693;COTILLON;PIROTINES Nº 8;;660;1.100;003;000;000;0
80000694;LIBRERIA;PISTOLA DE ENCOLADORA SUPREBOND;SUPRABOND;9.230;14.750;000;000;000;0
80000695;LIBRERIA;Pistola Encoladora cbx chica;CBX;5.421;8.700;000;000;002;0
80000697;LIBRERIA;PLANCHA DE TELGOPOR;;703;1.200;000;000;007;0
80000698;;PLANTILLAS;;700;1.200;007;000;014;0
80000699;LIBRERIA;Plasticola c/n brillo;SEÑORITA;188;300;014;000;008;0
80000700;LIBRERIA;Plasticola c/n brillo Ezco;EZCO;344;400;008;000;005;0
80000701;LIBRERIA;Plasticola c/n brillo Simball;SIMBALL;375;500;005;000;072;0
80000702;LIBRERIA;Plasticola colores;SEÑORITA;313;500;067;000;003;0
80000703;LIBRERIA;Plasticola en barra x 10g;PELIKAN;505;900;003;000;008;0
80000704;LIBRERIA;Plasticola fluor;sta;943;500;007;000;010;0
80000705;LIBRERIA;Plasticola x100g;Tintoretto;630;1.000;007;000;003;0
80000706;LIBRERIA;Plasticola x250g;Tintoretto;1.115;000;000;000;057;0
80000707;LIBRERIA;Plasticola x30g;Tintoretto;219;350;055;000;001;0
80000708;LIBRERIA;Plasticola x500g;Tintoretto;2.594;4.150;001;000;013;0
80000709;LIBRERIA;Plasticola x50g;Tintoretto;230;450;013;000;-001;0
80000710;LIBRERIA;Plastificado 10x10;;200;500;-005;000;000;0
80000711;LIBRERIA;Plastificado 20x20;;000;1.000;-003;000;000;0
80000712;LIBRERIA;Plastificado hoja completa;;1.030;1.600;000;000;030;0
80000713;LIBRERIA;Plastilina amarillo;PLAYCOLOR;156;250;029;000;007;0
80000714;LIBRERIA;Plastilina azul m;PLAYCOLOR;156;250;007;000;025;0
80000715;LIBRERIA;Plastilina blanco;PLAYCOLOR;156;250;020;000;031;0
80000716;LIBRERIA;Plastilina celeste;PLAYCOLOR;156;250;028;000;021;0
80000717;LIBRERIA;Plastilina marron;PLAYCOLOR;156;250;013;000;033;0
80000718;LIBRERIA;Plastilina naranja;PLAYCOLOR;156;250;031;000;035;0
80000719;LIBRERIA;Plastilina negro;PLAYCOLOR;156;250;033;000;038;0
80000720;LIBRERIA;Plastilina rojo;PLAYCOLOR;156;250;037;000;014;0
80000721;LIBRERIA;Plastilina rosa;PLAYCOLOR;156;250;012;000;017;0
80000722;LIBRERIA;Plastilina verde;PLAYCOLOR;156;250;014;000;011;0
80000723;LIBRERIA;Plastilina violeta;PLAYCOLOR;156;250;011;000;006;0
134767;;PLATO CUADRADA PARA TORTA;;400;700;-001;;000;
80000724;COTILLON;PLATO DORADO Nº4 25,6 CM;;200;400;006;000;000;0
80000725;COTILLON;PLATO DORADO Nº55;;330;550;-001;000;000;0
80000726;COTILLON;PLATO Nº53;;230;400;-002;000;000;0
134764;COTILLON;Plato para tortas x 10;;340;700;-002;;021;
80000727;COTILLON;Plato para tortas x 50;;1.700;3.000;000;000;002;21
134724;LIBRERIA;Plumones FC;FABER CASTER;2.187;3.500;003;;021;
80000728;LIBRERIA;Porcelana fria soft x325g;NICRON;3.289;5.400;002;000;002;0
80000729;LIBRERIA;Porcelana fria x250g;NICRON;1.479;2.450;000;000;000;0
80000730;LIBRERIA;Porcelana fria x500g;NICRON;3.028;4.850;-001;000;008;0
80000731;LIBRERIA;PORRAS;;120;200;008;000;004;0
80000732;VARIOS;PRESTOBARBA AZUL;GILLETE;150;300;004;000;000;0
134689;LIBRERIA;PROMO STICKER + DISEÑO;;1.000;2.400;000;000;000;
80000733;VARIOS;PUNTA ARBOLITO;;1.700;3.000;001;000;001;0
80000734;VARIOS;PUNTA ESTRELLA NAVIDAD;;850;1.600;002;000;002;0
80000735;LIBRERIA;PUNZON;;000;1.500;000;000;000;21
80000736;COSMETICA;QUITA ESMALTE GDE;;1.400;2.300;005;000;005;0
80000737;COSMETICA;QUITAESMALTE CHICO;;750;1.200;005;000;005;0
80000738;MERCERIA;QUITAMANCHAS;;1.200;2.000;006;000;006;0
80000739;Accesorios de celulares;RECEPTOR BLUETOOTH;;450;750;001;000;001;21
134728;LIBRERIA;Recibi chico;;1.200;1.700;006;;021;
134729;LIBRERIA;Recibo de alquiler;;1.800;2.500;002;;021;
80000740;LIBRERIA;Regla c/forma flex;Util Uno;1.200;1.900;001;000;001;0
80000741;LIBRERIA;Regla flexible x 15;Util Uno;336;650;003;000;003;21
80000742;LIBRERIA;Regla flexible x 30;Util Uno;545;880;003;000;003;0
80000743;LIBRERIA;Regla flexible x15cm Pelikan;PELIKAN;938;1.500;000;000;000;0
80000744;LIBRERIA;Regla flexible x20cm;UTIL UNO;438;680;004;000;004;0
80000745;LIBRERIA;Regla x 15 cm;Ezco;336;000;015;000;015;21
80000746;LIBRERIA;Regla x 20 cm;Ezco;336;000;020;000;020;21
80000747;LIBRERIA;Regla x 30 cm;Ezco;336;000;009;000;009;21
80000748;LIBRERIA;Regla x 40 cm;Yestom;336;000;002;000;003;21
80000749;LIBRERIA;Repuesto  CONTABILIDA;TRIUNFANTE;890;1.200;000;000;000;0
80000789;LIBRERIA;Repuesto 2g Pizzini;PIZZINI;628;1.050;000;000;000;0
80000750;LIBRERIA;Repuesto borrable 2g simb;SIMBALL;531;700;010;000;010;0
80000751;LIBRERIA;Repuesto borrable Utiluno;UTIL UNO;436;300;013;000;013;0
80000752;LIBRERIA;Repuesto Borrax 2g;FILGO;494;900;047;000;045;0
80000753;LIBRERIA;Repuesto cutter chico;;110;600;012;000;012;0
80000754;LIBRERIA;Repuesto Nª3 blca;Mil128;400;800;019;000;019;0
80000755;LIBRERIA;Repuesto Nª3 color;Mil128;506;800;008;000;008;0
80000756;LIBRERIA;Repuesto Nª3 negra;Mil128;1.125;1.050;010;000;010;0
80000757;LIBRERIA;Repuesto Nª5 blca;Mil128;1.125;1.700;028;000;028;0
80000758;LIBRERIA;Repuesto Nª5 color;Mil128;763;1.200;006;000;005;0
80000759;LIBRERIA;Repuesto Nª6 blca;Mil128;1.125;1.700;007;000;007;0
80000760;LIBRERIA;Repuesto Nª6 color;Mil128;1.125;1.700;006;000;006;0
80000761;LIBRERIA;Repuesto Nª6 negra;Mil128;1.125;1.700;011;000;011;0
80000762;LIBRERIA;Repuesto Nº5 pastel;LUMA;1.350;000;002;000;002;0
80000763;LIBRERIA;Repuesto tinta chico simb;SIMBALL;531;700;006;000;006;0
80000764;LIBRERIA;Repuesto tinta PLUMA chico trabi;Trabi;110;600;030;000;030;0
80000765;LIBRERIA;Resaltador 040 mix x 4 Filgo;FILGO;469;1.000;001;000;001;0
80000766;LIBRERIA;Resaltador lighter fine;FILGO;313;500;010;000;010;0
80000767;LIBRERIA;Resaltador Text marker;FILGO;451;800;012;000;012;0
80000782;LIBRERIA;Resaltador trabi Hight Text amarillo;Trabi;438;700;008;000;009;0
80000783;LIBRERIA;Resaltador trabi Hight Text celeste;Trabi;438;700;010;000;010;0
80000784;LIBRERIA;Resaltador trabi Hight Text rosa;Trabi;438;700;006;000;006;0
80000785;LIBRERIA;Resaltador trabi Hight Text verde;Trabi;438;700;016;000;016;0
80000786;LIBRERIA;Resaltador trabi Hight Text violeta;Trabi;438;700;007;000;007;0
80000787;LIBRERIA;RESMA 75 GR;HUSARES;5.300;8.300;005;000;005;0
80000788;JUGUETES;RESMA 80 GR HUSARES;;5.674;10.000;001;000;001;0
80000790;LIBRERIA;RIFA DEL 1 A 100;;490;800;019;000;020;0
80000797;LIBRERIA;Rivadavia x 24 cuadri;RIVADAVIA;1.120;1.800;000;000;000;0
80000798;LIBRERIA;Rivadavia x 24 rayado;RIVADAVIA;1.120;1.800;002;000;002;0
80000799;LIBRERIA;Rivadavia x 48 cuadri;RIVADAVIA;2.014;3.300;000;000;000;0
80000800;LIBRERIA;Rivadavia x 48 rayado;RIVADAVIA;2.015;3.300;000;000;000;0
80000801;LIBRERIA;Rivadavia x 96 cuadri;RIVADAVIA;2.391;4.800;000;000;000;0
80000802;LIBRERIA;Rivadavia x 96 rayado;RIVADAVIA;2.391;4.800;000;000;000;0
80000803;LIBRERIA;ROLLO TERMICO SUBE;;400;800;000;000;000;0
80000804;LIBRERIA;Romani 35 x 44;Romani;600;1.000;002;000;002;0
80000805;LIBRERIA;Romani 35 x 50;Romani;600;1.200;002;000;002;0
80000806;JUGUETES;ROMPECABEZA MADERA;;2.200;3.500;003;000;003;0
80000807;COSMETICA;Rubor c/espejo  TEJAR ;TEJAR;2.200;4.100;002;000;002;0
80000808;LIBRERIA;Sacapunta Metalico;Ezco;387;750;012;000;012;21
80000809;LIBRERIA;Sacapunta Metalico colores;Ezco;387;750;011;000;011;21
80000810;LIBRERIA;Sacapunta plastico simball;SIMBALL;108;200;033;000;035;21
80000811;LIBRERIA;SEÑALADORES 1,2 X 4,5;MEDORA;623;1.000;005;000;005;0
80000812;COTILLON;SERVILLETA BLANCA X 40;;400;650;002;000;002;0
80000813;COTILLON;SERVILLETA X 10;;100;000;008;000;008;0
80000814;JUGUETES;SET AVIONES Y AUTOS;;2.000;4.200;000;000;000;21
134679;JUGUETES ;SET AVIONES Y AUTOS ;;2.000;4.200;000;;021;
80000815;JUGUETES;SET CARTERA Y PULSERA;;000;4.000;000;000;000;21
80000816;JUGUETES;SET DE VEHÍCULOS X 5;;2.600;4.650;001;000;001;0
80000817;LIBRERIA;Set geo flex x 3 20CM;UTIL UNO;1.204;1.950;002;000;002;0
80000819;LIBRERIA;Set geo flex x3unid 15CM;Cable fix;1.777;2.850;001;000;001;0
80000820;LIBRERIA;Set geo x 3 unid;Sky;1.777;2.850;001;000;001;0
134687;JUGUETES;SET PARA ARMAR COLLARES;;1.500;2.700;001;000;000;
80000821;LIBRERIA;Silicona en barra fina;CBX;125;200;-017;000;001;0
80000822;LIBRERIA;Silicona en barra gruesa;CBX;214;350;007;000;017;0
80000823;LIBRERIA;Silicona liquida x100m;CBX;1.188;1.900;000;000;008;0
80000824;LIBRERIA;Silicona liquida x250m;CBX;3.313;5.300;001;000;004;0
80000825;ADHESIVOS;Silicona liquida x30m;CBX;568;1.100;004;000;001;21
134701;LIBRERIA;Sobre A4 con boton;LAMA;509;850;012;;000;
80000827;LIBRERIA;Sobre blco  gde;;100;150;018;000;067;0
80000826;LIBRERIA;Sobre blco chico;;050;100;067;000;008;0
80000828;LIBRERIA;Sobre color chico;;075;200;029;000;018;0
80000829;LIBRERIA;Sobre color gde;FRANCESCA;240;350;043;000;030;21
80000830;LIBRERIA;SOBRE MADERA A4;;080;150;-003;000;045;0
80000831;LIBRERIA;SOBRE MADERA A5;;050;100;-005;000;-003;0
134732;COSMETICA;Sombra chica;;1.187;1.900;008;;000;
80000832;Accesorios de celulares;SOPORTE HOLDER;;2.000;4.500;001;000;-004;21
134758;LIBRERIA;STICKER KUROMI CHICO ;;1.600;;-001;;000;
80000833;LIBRERIA;STICKER KUROMI GRANDE ;;3.500;5.600;029;000;001;0
80000834;LIBRERIA;Tabla periódica;;313;000;000;000;030;0
135000;Accesorios de celulares;Tablet magica;;2.600;4.000;000;002;021;
134685;ACCESORIOS DE CELULARES;TABLET MAGICA;;2.600;4.000;000;;021;
80000836;LIBRERIA;Tacos Triunfante color 9x9 cm por 400 hojas;TRIUNFANTE;2.000;3.600;002;000;000;0
80000837;VARIOS;TAMBORES NAVIDAD;;2.550;4.400;006;000;001;21
80000838;LIBRERIA;TAPA PARA ENCUADERNAR;;121;000;020;000;006;0
80000839;LIBRERIA;Telgopor 50 X 50;VALFI;705;1.200;002;000;020;0
80000840;LIBRERIA;Tempera amarillo;TINTORETO;103;250;012;000;002;0
80000841;LIBRERIA;Tempera azul cielo;TINTORETO;103;250;014;000;012;0
80000842;LIBRERIA;Tempera Azul marino;TINTORETO;103;250;007;000;014;0
80000843;LIBRERIA;Tempera blanco;TINTORETO;103;250;032;000;007;0
80000844;LIBRERIA;Tempera caja surtida;TINTORETO;1.023;2.300;002;000;032;0
80000846;LIBRERIA;Tempera marron;TINTORETO;103;250;011;000;000;0
80000847;LIBRERIA;Tempera naranja;TINTORETO;103;250;012;000;011;0
80000848;LIBRERIA;Tempera negro;TINTORETO;103;250;003;000;012;0
80000849;LIBRERIA;Tempera rojo;TINTORETO;103;250;015;000;006;0
80000850;LIBRERIA;Tempera rosa;TINTORETO;103;250;016;000;015;0
80000851;LIBRERIA;Tempera unidad;TINTORETO;105;250;-004;000;016;0
80000852;LIBRERIA;Tempera verde manzana;TINTORETO;103;250;023;000;-004;0
80000853;LIBRERIA;Tempera verde prader;TINTORETO;103;250;018;000;023;0
80000854;LIBRERIA;Tempera violeta;TINTORETO;103;250;017;000;018;0
80000855;LIBRERIA;Tempera x250 amarillo;TINTORETO;720;1.200;000;000;017;0
80000856;LIBRERIA;Tempera x250 azul;TINTORETO;720;1.200;002;000;001;0
80000857;LIBRERIA;Tempera x250 Blanca;TINTORETO;720;1.200;003;000;002;0
80000858;LIBRERIA;Tempera x250 celeste;TINTORETO;720;1.200;001;000;003;0
80000859;LIBRERIA;Tempera x250 fluor amarillo;TINTORETO;1.110;1.700;003;000;003;0
80000860;LIBRERIA;Tempera x250 fluor naranja;TINTORETO;1.110;1.700;001;000;003;0
80000861;LIBRERIA;Tempera x250 marron;TINTORETO;720;1.200;002;000;001;0
80000845;LIBRERIA;Tempera x250 Naranja;TINTORETO;700;1.200;000;000;003;0
80000862;LIBRERIA;Tempera x250 Nergo;TINTORETO;720;1.200;002;000;002;0
80000863;LIBRERIA;Tempera x250 rojo;TINTORETO;720;1.200;000;000;002;0
80000864;LIBRERIA;Tempera x250 rosa;TINTORETO;720;1.200;001;000;001;0
80000865;LIBRERIA;Tempera x250 violeta;TINTORETO;720;1.200;002;000;001;0
80000866;LIBRERIA;Tempera x300g;TINTORETO;800;1.350;000;000;002;0
80000867;COTILLON;TENEDOR X 10;;130;250;000;000;000;0
80000868;COTILLON;TENEDORES X 50;;500;000;002;000;000;0
80000869;LIBRERIA;TERGOPOL;;750;000;000;000;002;0
80000870;LIBRERIA;Tijera Escolar Chica;;188;090;011;000;000;0
80000871;LIBRERIA;Tijera Ezco Pekes;EZCO;531;800;006;000;011;0
80000872;LIBRERIA;Tijera x 12 cm Dere;PIZZINI;350;570;000;000;006;0
80000873;LIBRERIA;Tijera X 12 cm Soft;PIZZINI;1.674;900;001;000;000;0
80000874;LIBRERIA;Tijera x 12 cm Zurdo;PIZZINI;1.317;2.200;001;000;001;0
134700;LIBRERIA;Tijera x 12cm Pinto FILGO;FILGO;442;750;024;;000;
80000875;LIBRERIA;Tijera X 13cm Lotug;Ezco;274;500;000;000;001;0
80000000;LIBRERIA;Tijera X 13cm Zurdo;PIZZINI;472;700;000;000;000;0
80000876;LIBRERIA;Tijera X 13cm Zurdo;PIZZINI;472;700;000;000;000;0
80000877;LIBRERIA;Tijera X 17 cm Eterna;ETERNA;600;1.900;-001;000;000;0
80000878;LIBRERIA;Tijera x 24 cm scissors;Scissors;3.355;5.400;001;000;001;0
134713;LIBRERIA;Tinta china;;450;800;007;;021;
80000879;LIBRERIA;Tinta recarga negra;Trabi;438;000;005;000;001;0
80000880;Accesorios de celulares;Tira led 5mts;;6.000;11.400;001;001;005;0
80000881;LIBRERIA;Tiza blanca;;063;100;142;000;001;0
80000882;LIBRERIA;Tiza color;;094;150;217;000;150;0
80000883;LIBRERIA;Trabi Fibron 450 Recargable;Trabi;220;330;000;000;220;0
134714;LIBRERIA;Tramite Anses/Antecedentes;;200;1.200;-003;;021;
80000884;LIBRERIA;TRANSPORTADOR;MARTIZ;080;150;004;000;000;0
80000885;LIBRERIA;TRANSPORTADOR FILLIP;;450;700;001;000;004;0
80000886;LIBRERIA;Transportador Martiz;MARTIZ;094;070;000;000;001;0
80000887;LIBRERIA;Transportador pizzini 360 X 10CM;PIZZINI;1.304;000;001;000;000;0
80000888;LIBRERIA;Transportador Redondo Maped;MAPED;000;000;000;000;001;0
80000889;LIBRERIA;Triunfante repuesto N°3 X 24 cuadri;TRIUNFANTE;825;1.350;015;000;000;0
80000890;LIBRERIA;Triunfante repuesto N°3 X 48 cuadri;TRIUNFANTE;1.875;3.000;000;000;015;0
80000891;LIBRERIA;Triunfante repuesto N°3 X 48 rayado;TRIUNFANTE;1.863;3.000;010;000;000;0
134697;LIBRERIA;Triunfante repuesto N°3 X 488 rayado;TRIUNFANTE;14.275;20.000;001;;000;
80000892;LIBRERIA;Triunfante repuesto N°3 X 96 cuadri;TRIUNFANTE;998;1.600;001;000;010;0
80000893;LIBRERIA;Triunfante repuesto N°3 X 96 rayado;TRIUNFANTE;4.059;000;003;000;001;0
134751;;TURNOS ;;500;1.200;-003;;021;
80000894;LIBRERIA;Uhu 35gr;;1.400;2.500;001;000;003;0
80000895;LIBRERIA;Uhu 7gr;;846;1.400;002;000;003;0
80000896;JUGUETES;UNO;;1.100;1.980;002;000;004;21
80000897;JUGUETES;UNO NO MERCY;;1.550;2.790;002;000;002;21
80000898;COTILLON;Vaso Neon 300cc x 25;;2.210;3.500;040;000;002;0
80000899;COTILLON;Vaso Neon 300cc x unidad;;088;150;040;000;040;0
80000900;;VASOS PLASTICO TRASPARENTE;;030;050;180;000;040;0
80000901;COTILLON;VELA BASTON;;095;250;044;000;200;0
80000902;LIBRERIA;Vela chica;;125;300;-011;000;050;0
80000903;COTILLON;Vela grande;;375;650;-011;000;-005;0
80000904;;VENGALA SIN HUMO;;1.120;1.900;000;000;-008;21
80000905;;VIRUTA;;300;600;002;000;000;0
80000906;LIBRERIA;Voligoma x30;VOLIGOMA;795;1.450;006;000;002;0
80000907;LIBRERIA;Voligoma x50;VOLIGOMA;1.406;2.250;012;000;010;0
80000908;JUGUETES;YENGA CHICO;;850;1.400;004;000;012;0
